"","date","plate"
"17539","2011-03-24","61PAN"
"17540","2011-03-24","62DB12"
"17541","2011-03-24","63GK87"
"17542","2011-03-24","68GV52"
"17543","2011-03-24","69BB92"
"17544","2011-03-24","70GG87"
"17545","2011-03-24","72DF73"
"17546","2011-03-24","72DU44"
"17547","2011-03-24","72DX80"
"17548","2011-03-24","72EV14"
"17549","2011-03-24","MAYUYU"
"17550","2011-03-24","76DN44"
"17551","2011-03-24","76DZ84"
"17552","2011-03-24","79GY45"
"17553","2011-03-24","MDNYTE"
"17554","2011-03-24","82GA19"
"17555","2011-03-24","83GT69"
"17556","2011-03-24","83GZ56"
"17557","2011-03-24","85EL70"
"17558","2011-03-24","MENEE"
"17559","2011-03-24","88FD58"
"17560","2011-03-24","88GA37"
"17561","2011-03-24","88GC91"
"17562","2011-03-24","89DT44"
"17563","2011-03-24","89DT45"
"17564","2011-03-24","90GF53"
"17565","2011-03-24","91DN55"
"17566","2011-03-24","93EV20"
"17567","2011-03-24","94GF92"
"17568","2011-03-24","98FZ41"
"17569","2011-03-24","MYFUN"
"17570","2011-03-24","NIACO"
"17571","2011-03-24","OLDMAN"
"17572","2011-03-24","PHATB8"
"17573","2011-03-24","PHATT"
"17574","2011-03-24","PINKI"
"17575","2011-03-24","PIT"
"17576","2011-03-24","RDHOG"
"17577","2011-03-24","RDHOG2"
"17578","2011-03-24","RIDE11"
"17579","2011-03-24","SCHUBY"
"17580","2011-03-24","ASHKAR"
"17581","2011-03-24","FTSILL"
"17582","2011-03-24","HAYLO"
"17583","2011-03-24","CG6614"
"17584","2011-03-24","WBY"
"17585","2011-03-24","DANS"
"17586","2011-03-24","KIUJO"
"17587","2011-03-24","4U2MOM"
"17588","2011-03-24","LUISPR"
"17589","2011-03-24","NYCDK9"
"17590","2011-03-24","RDWLF6"
"17591","2011-03-24","RKS1"
"17592","2011-03-24","R60"
"17593","2011-03-24","E82135I"
"17594","2011-03-24","SLEEPY"
"17595","2011-03-24","AG4EVER"
"17596","2011-03-24","AHK15"
"17597","2011-03-24","ALIZA"
"17598","2011-03-24","SOCSTAR"
"17599","2011-03-24","FASNATER"
"17600","2011-03-24","AMITOFO"
"17601","2011-03-24","FASTEKS"
"17602","2011-03-24","STEEL70"
"17603","2011-03-24","FMKM7"
"17604","2011-03-24","FPC1"
"17605","2011-03-24","BANCITY3"
"17606","2011-03-24","TANGRLZ"
"17607","2011-03-24","GG22"
"17608","2011-03-24","GINNEY1"
"17609","2011-03-24","GI9MI25"
"17610","2011-03-24","GJA18"
"17611","2011-03-24","THX138"
"17612","2011-03-24","TOEI9510"
"17613","2011-03-24","TRI435"
"17614","2011-03-24","BOSSWIFE"
"17615","2011-03-24","BRUCE41"
"17616","2011-03-24","B747CAS"
"17617","2011-03-24","VIP102"
"17618","2011-03-24","CHATBOUT"
"17619","2011-03-24","V1PERSRT"
"17620","2011-03-24","ILUVBOBO"
"17621","2011-03-24","WFL16"
"17622","2011-03-24","WHONEXT"
"17623","2011-03-24","WILDZR1"
"17624","2011-03-24","INRPEAS"
"17625","2011-03-24","WLJ17"
"17626","2011-03-24","CRP9372"
"17627","2011-03-24","IZR"
"17628","2011-03-24","CWC01"
"17629","2011-03-24","JALAIMO"
"17630","2011-03-24","YSETL"
"17631","2011-03-24","JFS615"
"17632","2011-03-24","JJ23"
"17633","2011-03-24","ZOG944"
"17634","2011-03-24","JOETCHES"
"17635","2011-03-24","JOHNS4RD"
"17636","2011-03-24","1ADONIS"
"17637","2011-03-24","DODGE70"
"17638","2011-03-24","1NIXON1"
"17639","2011-03-24","KANAM1"
"17640","2011-03-24","1939CHEV"
"17641","2011-03-24","2NABEIGL"
"17642","2011-03-24","KSTEELE"
"17643","2011-03-24","2PTSLO"
"17644","2011-03-24","KWIEK"
"17645","2011-03-24","LARC351"
"17646","2011-03-24","4EVAFREE"
"17647","2011-03-24","LSR77RMS"
"17648","2011-03-24","5GSS"
"17649","2011-03-24","52STEVE"
"17650","2011-03-24","L1FESGUD"
"17651","2011-03-24","6GSROOF4"
"17652","2011-03-24","6GSROOF5"
"17653","2011-03-24","6GSROOF6"
"17654","2011-03-24","604MY60"
"17655","2011-03-24","65FTBACK"
"17656","2011-03-24","MARYAM"
"17657","2011-03-24","MAYBESO"
"17658","2011-03-24","MEDIC3"
"17659","2011-03-24","MOEPWR"
"17660","2011-03-24","MOPARFIX"
"17661","2011-03-24","MUDCATS"
"17662","2011-03-24","NEWBODY"
"17663","2011-03-24","NIKOS68"
"17664","2011-03-24","NONNIE44"
"17665","2011-03-24","NRAILA"
"17666","2011-03-24","NSXDNA"
"17667","2011-03-24","NYCCUTIE"
"17668","2011-03-24","PARMNT38"
"17669","2011-03-24","PAR5IN2"
"17670","2011-03-24","PEANUT76"
"17671","2011-03-24","PEPE114"
"17672","2011-03-24","PEPS68"
"17673","2011-03-24","PETES87"
"17674","2011-03-24","PGSCNFLY"
"17675","2011-03-24","PHNXDWN"
"17676","2011-03-24","PLMTREES"
"17677","2011-03-24","PMPKNDUB"
"17678","2011-03-24","PNASSIM"
"17679","2011-03-24","POLIMENI"
"17680","2011-03-24","POPSTR"
"17681","2011-03-24","PRAZLORD"
"17682","2011-03-24","RAYMODE"
"17683","2011-03-24","RCKSNMUD"
"17684","2011-03-24","REALMRT"
"17685","2011-03-24","RICHIE24"
"17686","2011-03-24","RON"
"17687","2011-03-24","RPCP44"
"17688","2011-03-24","SFNSPIRE"
"17689","2011-03-24","SHOOTSPT"
"17690","2011-03-24","1WIN"
"17691","2011-03-24","88SK88"
"17692","2011-03-25","ETRNL"
"17693","2011-03-25","EVLDUK"
"17694","2011-03-25","SRNITY"
"17695","2011-03-25","FEWEII"
"17696","2011-03-25","SSSSS"
"17697","2011-03-25","STORM6"
"17698","2011-03-25","BABA4"
"17699","2011-03-25","FXD01"
"17700","2011-03-25","F2929F"
"17701","2011-03-25","TAILN"
"17702","2011-03-25","BBURNS"
"17703","2011-03-25","BCZHOG"
"17704","2011-03-25","BDCEED"
"17705","2011-03-25","BDOG"
"17706","2011-03-25","GIBILL"
"17707","2011-03-25","THERE"
"17708","2011-03-25","BKIPP"
"17709","2011-03-25","BLMBLM"
"17710","2011-03-25","TRNITY"
"17711","2011-03-25","BUXLOU"
"17712","2011-03-25","B1SON"
"17713","2011-03-25","USNY55"
"17714","2011-03-25","HNKUU"
"17715","2011-03-25","HOOPD2"
"17716","2011-03-25","CHINX"
"17717","2011-03-25","V1NN1E"
"17718","2011-03-25","CIAO53"
"17719","2011-03-25","ISHOVL"
"17720","2011-03-25","JAAX"
"17721","2011-03-25","XLOR8"
"17722","2011-03-25","XLVI"
"17723","2011-03-25","JGPARK"
"17724","2011-03-25","ZENHOG"
"17725","2011-03-25","09CSTM"
"17726","2011-03-25","DMS"
"17727","2011-03-25","1LIMO"
"17728","2011-03-25","JUGGLE"
"17729","2011-03-25","DRCRUZ"
"17730","2011-03-25","DRPA1N"
"17731","2011-03-25","DRYGSX"
"17732","2011-03-25","11BD25"
"17733","2011-03-25","11BD26"
"17734","2011-03-25","12EK67"
"17735","2011-03-25","12FJ71"
"17736","2011-03-25","12FY48"
"17737","2011-03-25","12GV69"
"17738","2011-03-25","DYNAMT"
"17739","2011-03-25","14AB53"
"17740","2011-03-25","15AB64"
"17741","2011-03-25","17EK99"
"17742","2011-03-25","18FP03"
"17743","2011-03-25","19FL59"
"17744","2011-03-25","19GG95"
"17745","2011-03-25","1987Q"
"17746","2011-03-25","2BADDD"
"17747","2011-03-25","2SHOVL"
"17748","2011-03-25","20GD24"
"17749","2011-03-25","21EY66"
"17750","2011-03-25","21FL91"
"17751","2011-03-25","25GZ42"
"17752","2011-03-25","26GE87"
"17753","2011-03-25","27DS98"
"17754","2011-03-25","27DU56"
"17755","2011-03-25","30DW08"
"17756","2011-03-25","30GJ48"
"17757","2011-03-25","31GW28"
"17758","2011-03-25","32FM74"
"17759","2011-03-25","33ER25"
"17760","2011-03-25","36GF16"
"17761","2011-03-25","37GV48"
"17762","2011-03-25","4EVRHD"
"17763","2011-03-25","LIVNG"
"17764","2011-03-25","LODOOM"
"17765","2011-03-25","LORDS"
"17766","2011-03-25","41GR71"
"17767","2011-03-25","43FW04"
"17768","2011-03-25","LRRP71"
"17769","2011-03-25","48EC51"
"17770","2011-03-25","51GY33"
"17771","2011-03-25","60PASH"
"17772","2011-03-25","61EL42"
"17773","2011-03-25","66FE49"
"17774","2011-03-25","68GS49"
"17775","2011-03-25","MAR1NE"
"17776","2011-03-25","70FP79"
"17777","2011-03-25","70GY15"
"17778","2011-03-25","71GZ93"
"17779","2011-03-25","72AA78"
"17780","2011-03-25","73FM20"
"17781","2011-03-25","75AA47"
"17782","2011-03-25","75EW05"
"17783","2011-03-25","76FD90"
"17784","2011-03-25","77FP21"
"17785","2011-03-25","79GR51"
"17786","2011-03-25","79GS37"
"17787","2011-03-25","MDLFCS"
"17788","2011-03-25","85FV34"
"17789","2011-03-25","85GB71"
"17790","2011-03-25","87EN31"
"17791","2011-03-25","88ET20"
"17792","2011-03-25","88FW75"
"17793","2011-03-25","89CAFE"
"17794","2011-03-25","89GT93"
"17795","2011-03-25","90AA64"
"17796","2011-03-25","90EJ05"
"17797","2011-03-25","90FE99"
"17798","2011-03-25","MIAMI"
"17799","2011-03-25","91GR88"
"17800","2011-03-25","92GY12"
"17801","2011-03-25","96GN86"
"17802","2011-03-25","97GF68"
"17803","2011-03-25","MMAMIS"
"17804","2011-03-25","MUKPUP"
"17805","2011-03-25","NGHTRD"
"17806","2011-03-25","NUKLHD"
"17807","2011-03-25","PALLEN"
"17808","2011-03-25","RAUD1"
"17809","2011-03-25","REAVER"
"17810","2011-03-25","RENR"
"17811","2011-03-25","RSTNDL"
"17812","2011-03-25","RYTQIK"
"17813","2011-03-25","FEESH"
"17814","2011-03-25","ARMYVT"
"17815","2011-03-25","BAINS1"
"17816","2011-03-25","BASURA"
"17817","2011-03-25","GSIX"
"17818","2011-03-25","TSN869"
"17819","2011-03-25","HDGFND"
"17820","2011-03-25","CGRM2"
"17821","2011-03-25","CTSLG"
"17822","2011-03-25","YANKPT"
"17823","2011-03-25","JOSE7"
"17824","2011-03-25","JOZE"
"17825","2011-03-25","JPS25"
"17826","2011-03-25","1REBEL"
"17827","2011-03-25","DSC143"
"17828","2011-03-25","KC2ZUW"
"17829","2011-03-25","KC2ZVC"
"17830","2011-03-25","K3VY"
"17831","2011-03-25","4LIA"
"17832","2011-03-25","7BELLA"
"17833","2011-03-25","MICK72"
"17834","2011-03-25","94MIC"
"17835","2011-03-25","M3RZ"
"17836","2011-03-25","NOIR69"
"17837","2011-03-25","N2PAL"
"17838","2011-03-25","N2YHH"
"17839","2011-03-25","OBOYX3"
"17840","2011-03-25","OKS"
"17841","2011-03-25","PETMRI"
"17842","2011-03-25","RSCU1"
"17843","2011-03-25","SIEMPRE"
"17844","2011-03-25","EVETOM"
"17845","2011-03-25","ADELLEP"
"17846","2011-03-25","SLIM7"
"17847","2011-03-25","SMALL3"
"17848","2011-03-25","SMILNKAT"
"17849","2011-03-25","ALIBUBBA"
"17850","2011-03-25","ALLPRO1"
"17851","2011-03-25","ALTHEACE"
"17852","2011-03-25","AMRCAR"
"17853","2011-03-25","SPOOLNBY"
"17854","2011-03-25","SPRSLICE"
"17855","2011-03-25","ANDREES"
"17856","2011-03-25","STAAR7"
"17857","2011-03-25","APLUSG"
"17858","2011-03-25","ASURCNSL"
"17859","2011-03-25","BALLO1"
"17860","2011-03-25","TELEIOS"
"17861","2011-03-25","TESSA"
"17862","2011-03-25","BETRDAYS"
"17863","2011-03-25","BETRDAYZ"
"17864","2011-03-25","BETYPROP"
"17865","2011-03-25","THOMASA"
"17866","2011-03-25","GOTJUNK1"
"17867","2011-03-25","GRMAROSE"
"17868","2011-03-25","GSCI3"
"17869","2011-03-25","BOTIMOPR"
"17870","2011-03-25","BRANDOW"
"17871","2011-03-25","BRINSON"
"17872","2011-03-25","BRSNEP"
"17873","2011-03-25","USANO1"
"17874","2011-03-25","B222LP"
"17875","2011-03-25","US200"
"17876","2011-03-25","US406"
"17877","2011-03-25","US53"
"17878","2011-03-25","CEMILE"
"17879","2011-03-25","VITAMNB5"
"17880","2011-03-25","HUNTMSTR"
"17881","2011-03-25","CHARORA"
"17882","2011-03-25","HUSLHARD"
"17883","2011-03-25","VOWMJW"
"17884","2011-03-25","VTECDIS"
"17885","2011-03-25","WEEZBADD"
"17886","2011-03-25","INFERNOO"
"17887","2011-03-25","CPLBILL"
"17888","2011-03-25","IRIPG37"
"17889","2011-03-25","CREASE"
"17890","2011-03-25","WWJD777"
"17891","2011-03-25","WYANT"
"17892","2011-03-25","JACOS"
"17893","2011-03-25","DAWIZM"
"17894","2011-03-25","ZFITZ"
"17895","2011-03-25","DIALCAR8"
"17896","2011-03-25","ZUMBA13"
"17897","2011-03-25","JMJ49"
"17898","2011-03-25","02BEZZOO"
"17899","2011-03-25","JOHNEJOE"
"17900","2011-03-25","JOHNIS"
"17901","2011-03-25","1CANINE"
"17902","2011-03-25","1DARYL"
"17903","2011-03-25","1NICEBOX"
"17904","2011-03-25","DREAM523"
"17905","2011-03-25","KAKWANIS"
"17906","2011-03-25","11BVM11"
"17907","2011-03-25","EGS44"
"17908","2011-03-25","1969BLW"
"17909","2011-03-25","1976VET"
"17910","2011-03-25","1984ELDO"
"17911","2011-03-25","2KWIK4YA"
"17912","2011-03-25","KRYPTON1"
"17913","2011-03-25","KYC8888"
"17914","2011-03-25","2006HHR"
"17915","2011-03-25","3CAVEMEN"
"17916","2011-03-25","LESPI"
"17917","2011-03-25","LEXVETTE"
"17918","2011-03-25","360HPZ"
"17919","2011-03-25","381BON"
"17920","2011-03-25","LIT11"
"17921","2011-03-25","4MYDOGS"
"17922","2011-03-25","405RWHP"
"17923","2011-03-25","412YBE"
"17924","2011-03-25","LOYALTY"
"17925","2011-03-25","LTLGENRL"
"17926","2011-03-25","LUKMS6"
"17927","2011-03-25","LVLYIMAG"
"17928","2011-03-25","LVUITTON"
"17929","2011-03-25","6EGEMI9"
"17930","2011-03-25","MALLORY"
"17931","2011-03-25","67MKIVR"
"17932","2011-03-25","MAN1LA"
"17933","2011-03-25","7WB133"
"17934","2011-03-25","8A8YGIRL"
"17935","2011-03-25","MEOW7911"
"17936","2011-03-25","METSNY"
"17937","2011-03-25","882LAW"
"17938","2011-03-25","911NURSE"
"17939","2011-03-25","MILSZ06"
"17940","2011-03-25","MOETNY1"
"17941","2011-03-25","MONGGO"
"17942","2011-03-25","MP412C"
"17943","2011-03-25","MSMIKE"
"17944","2011-03-25","MSP2"
"17945","2011-03-25","MWACRES2"
"17946","2011-03-25","MY58GRN"
"17947","2011-03-25","NASTECH"
"17948","2011-03-25","NY528"
"17949","2011-03-25","OBLAADI"
"17950","2011-03-25","PB7"
"17951","2011-03-25","PJC2"
"17952","2011-03-25","PLCS2B"
"17953","2011-03-25","POSTVTY"
"17954","2011-03-25","PRIYANKA"
"17955","2011-03-25","PZNAPOD"
"17956","2011-03-25","RKM3"
"17957","2011-03-25","ROBINI"
"17958","2011-03-25","RREPENT"
"17959","2011-03-25","SEM1851"
"17960","2011-03-25","SHEWPH"
"17961","2011-03-25","AVKV"
"17962","2011-03-25","RCRRED"
"17963","2011-03-26","AKQJT"
"17964","2011-03-26","SM122"
"17965","2011-03-26","FATTI"
"17966","2011-03-26","SPHINX"
"17967","2011-03-26","AM621"
"17968","2011-03-26","ANSWER"
"17969","2011-03-26","STAVA"
"17970","2011-03-26","GITFAT"
"17971","2011-03-26","GITON"
"17972","2011-03-26","BGGMO1"
"17973","2011-03-26","THXHUN"
"17974","2011-03-26","GOD2"
"17975","2011-03-26","BKING"
"17976","2011-03-26","TRAVML"
"17977","2011-03-26","GRRR8"
"17978","2011-03-26","TROOP1"
"17979","2011-03-26","BROJIM"
"17980","2011-03-26","BSTNG"
"17981","2011-03-26","BUCK63"
"17982","2011-03-26","BUGME"
"17983","2011-03-26","HD06RK"
"17984","2011-03-26","HD120R"
"17985","2011-03-26","BUZZV"
"17986","2011-03-26","USRUB"
"17987","2011-03-26","HOGH8R"
"17988","2011-03-26","WEBADD"
"17989","2011-03-26","CK0812"
"17990","2011-03-26","CMYF4I"
"17991","2011-03-26","CRF150"
"17992","2011-03-26","CRKETT"
"17993","2011-03-26","WWOWW"
"17994","2011-03-26","DAVE40"
"17995","2011-03-26","JDSTOY"
"17996","2011-03-26","DIDAS1"
"17997","2011-03-26","03CYA"
"17998","2011-03-26","JP08"
"17999","2011-03-26","10FF89"
"18000","2011-03-26","DTSGT"
"18001","2011-03-26","DVUS1"
"18002","2011-03-26","13GB35"
"18003","2011-03-26","15CA39"
"18004","2011-03-26","16FZ41"
"18005","2011-03-26","16GJ25"
"18006","2011-03-26","19EC90"
"18007","2011-03-26","19FJ27"
"18008","2011-03-26","EGLE2"
"18009","2011-03-26","2ADICE"
"18010","2011-03-26","KRAK"
"18011","2011-03-26","20DY95"
"18012","2011-03-26","20EK51"
"18013","2011-03-26","20GB31"
"18014","2011-03-26","21DB99"
"18015","2011-03-26","22GV03"
"18016","2011-03-26","25FH92"
"18017","2011-03-26","26FF18"
"18018","2011-03-26","26FN39"
"18019","2011-03-26","29GZ89"
"18020","2011-03-26","3FORME"
"18021","2011-03-26","3SHARK"
"18022","2011-03-26","30AB51"
"18023","2011-03-26","33GJ20"
"18024","2011-03-26","40FD44"
"18025","2011-03-26","41DK66"
"18026","2011-03-26","42DV75"
"18027","2011-03-26","43GX85"
"18028","2011-03-26","45WL"
"18029","2011-03-26","47GW22"
"18030","2011-03-26","49GM69"
"18031","2011-03-26","50EL27"
"18032","2011-03-26","51EP26"
"18033","2011-03-26","53GZ55"
"18034","2011-03-26","54GK40"
"18035","2011-03-26","LVMC"
"18036","2011-03-26","LVMC2"
"18037","2011-03-26","LVMC3"
"18038","2011-03-26","57FM72"
"18039","2011-03-26","57GA04"
"18040","2011-03-26","57GH97"
"18041","2011-03-26","58FF32"
"18042","2011-03-26","59GK87"
"18043","2011-03-26","6SEVN5"
"18044","2011-03-26","62CA46"
"18045","2011-03-26","62FC13"
"18046","2011-03-26","62GP73"
"18047","2011-03-26","63FS12"
"18048","2011-03-26","MADOG1"
"18049","2011-03-26","68GE53"
"18050","2011-03-26","69GX56"
"18051","2011-03-26","70FR00"
"18052","2011-03-26","73FY46"
"18053","2011-03-26","74FW74"
"18054","2011-03-26","75GT32"
"18055","2011-03-26","77EX69"
"18056","2011-03-26","77GB90"
"18057","2011-03-26","80GP76"
"18058","2011-03-26","82EG03"
"18059","2011-03-26","83DV97"
"18060","2011-03-26","85DW29"
"18061","2011-03-26","85FR52"
"18062","2011-03-26","86FZ47"
"18063","2011-03-26","86GF14"
"18064","2011-03-26","87GV67"
"18065","2011-03-26","88FW14"
"18066","2011-03-26","89FP96"
"18067","2011-03-26","91EN24"
"18068","2011-03-26","93DC82"
"18069","2011-03-26","94GX67"
"18070","2011-03-26","95EZ25"
"18071","2011-03-26","97DB65"
"18072","2011-03-26","97EK03"
"18073","2011-03-26","99AA52"
"18074","2011-03-26","MJA360"
"18075","2011-03-26","MVP58"
"18076","2011-03-26","MYSONG"
"18077","2011-03-26","MYWIFE"
"18078","2011-03-26","M1KEYZ"
"18079","2011-03-26","M109RR"
"18080","2011-03-26","NIEVES"
"18081","2011-03-26","NOFALZ"
"18082","2011-03-26","NOMAD"
"18083","2011-03-26","OBMOTO"
"18084","2011-03-26","ORNG"
"18085","2011-03-26","OTG1"
"18086","2011-03-26","OZZY01"
"18087","2011-03-26","PLANKR"
"18088","2011-03-26","PNKIC3"
"18089","2011-03-26","PPASMF"
"18090","2011-03-26","P3200"
"18091","2011-03-26","RESTLS"
"18092","2011-03-26","ROKMAN"
"18093","2011-03-26","SAMCRO"
"18094","2011-03-26","SHAKRR"
"18095","2011-03-26","ABBIE1"
"18096","2011-03-26","SONS5"
"18097","2011-03-26","AMAR15"
"18098","2011-03-26","AMS916"
"18099","2011-03-26","APAS"
"18100","2011-03-26","FMF"
"18101","2011-03-26","SUMRFN"
"18102","2011-03-26","AVMM99"
"18103","2011-03-26","SWANZ"
"18104","2011-03-26","GMAGIC"
"18105","2011-03-26","TOGA51"
"18106","2011-03-26","GUTS"
"18107","2011-03-26","WED58Y"
"18108","2011-03-26","CQRT"
"18109","2011-03-26","IRRR"
"18110","2011-03-26","JAIME"
"18111","2011-03-26","11B20"
"18112","2011-03-26","KC2829"
"18113","2011-03-26","EDC01"
"18114","2011-03-26","LEOO8"
"18115","2011-03-26","MNC323"
"18116","2011-03-26","MRMOON"
"18117","2011-03-26","MYCRUZ"
"18118","2011-03-26","NA9915"
"18119","2011-03-26","PWRPLY"
"18120","2011-03-26","RMS1"
"18121","2011-03-26","RULAY"
"18122","2011-03-26","SEALVR"
"18123","2011-03-26","ERW8"
"18124","2011-03-26","SIC55"
"18125","2011-03-26","SINGER2"
"18126","2011-03-26","SINGZKNG"
"18127","2011-03-26","EXECUTVE"
"18128","2011-03-26","SKIWVNH"
"18129","2011-03-26","EZP"
"18130","2011-03-26","SK3344"
"18131","2011-03-26","AIEUS"
"18132","2011-03-26","AIMBIG"
"18133","2011-03-26","AISHU"
"18134","2011-03-26","ALEXUA"
"18135","2011-03-26","ALLZGOOD"
"18136","2011-03-26","FALCNHER"
"18137","2011-03-26","AMBIT07"
"18138","2011-03-26","FAWAKA"
"18139","2011-03-26","SPOONERS"
"18140","2011-03-26","ANGELVII"
"18141","2011-03-26","FEISTI1"
"18142","2011-03-26","ARASHA"
"18143","2011-03-26","FLACO8"
"18144","2011-03-26","STORM227"
"18145","2011-03-26","AVENGEUS"
"18146","2011-03-26","AWAYIGO"
"18147","2011-03-26","BADTT"
"18148","2011-03-26","F14DTS"
"18149","2011-03-26","F8NTASTK"
"18150","2011-03-26","TAMMY143"
"18151","2011-03-26","THEGRLS2"
"18152","2011-03-26","GJS5"
"18153","2011-03-26","BGBKDWN"
"18154","2011-03-26","GLOWSBUG"
"18155","2011-03-26","GMJGG"
"18156","2011-03-26","TORCHIA"
"18157","2011-03-26","GRAMMY5"
"18158","2011-03-26","TPII"
"18159","2011-03-26","GRNBAY12"
"18160","2011-03-26","GTCRUZN"
"18161","2011-03-26","GUERLIN"
"18162","2011-03-26","TWINTECH"
"18163","2011-03-26","HERSTORY"
"18164","2011-03-26","CAMELET"
"18165","2011-03-26","CAMPFIRR"
"18166","2011-03-26","VEGAN1"
"18167","2011-03-26","VEGRUNR"
"18168","2011-03-26","CHERON1"
"18169","2011-03-26","CHICO4"
"18170","2011-03-26","H7777777"
"18171","2011-03-26","WAS1949"
"18172","2011-03-26","CIEFA1"
"18173","2011-03-26","CJL143"
"18174","2011-03-26","IMABOUT"
"18175","2011-03-26","IMAGMAKR"
"18176","2011-03-26","INVENTH"
"18177","2011-03-26","WNTREISE"
"18178","2011-03-26","ISLRE"
"18179","2011-03-26","W1NING"
"18180","2011-03-26","W8N4THIS"
"18181","2011-03-26","DADCAB"
"18182","2011-03-26","JAYSELLZ"
"18183","2011-03-26","JBU"
"18184","2011-03-26","YEEHA40"
"18185","2011-03-26","YURAUA"
"18186","2011-03-26","ZASH1"
"18187","2011-03-26","DIALVAN"
"18188","2011-03-26","JOES69SS"
"18189","2011-03-26","JOHN1"
"18190","2011-03-26","JOUJOU3"
"18191","2011-03-26","1DEALMKR"
"18192","2011-03-26","DREADFVL"
"18193","2011-03-26","DRLC6"
"18194","2011-03-26","J1TILLY"
"18195","2011-03-26","KAF69Z"
"18196","2011-03-26","108NYC"
"18197","2011-03-26","D3UC35"
"18198","2011-03-26","KENC"
"18199","2011-03-26","2DRIFTER"
"18200","2011-03-26","2ES81"
"18201","2011-03-26","ELKROMPE"
"18202","2011-03-26","ENVIED1"
"18203","2011-03-26","LARISIZD"
"18204","2011-03-26","3BEPEK"
"18205","2011-03-26","317VSM"
"18206","2011-03-26","LGO"
"18207","2011-03-26","4EVA4WRD"
"18208","2011-03-26","LOCOS10"
"18209","2011-03-26","5CHEVY6"
"18210","2011-03-26","50F1VE"
"18211","2011-03-26","515WHO"
"18212","2011-03-26","LUWARD"
"18213","2011-03-26","LUZERNE1"
"18214","2011-03-26","6HALF4"
"18215","2011-03-26","60LC"
"18216","2011-03-26","MAGSNY"
"18217","2011-03-26","MAHADEOS"
"18218","2011-03-26","MAKCUA"
"18219","2011-03-26","66GRRRR"
"18220","2011-03-26","67TRPWR"
"18221","2011-03-26","69PLYMTH"
"18222","2011-03-26","MARIAH13"
"18223","2011-03-26","MARYPETE"
"18224","2011-03-26","72PONCHO"
"18225","2011-03-26","MCN57"
"18226","2011-03-26","MEEMAA"
"18227","2011-03-26","MKPFSP"
"18228","2011-03-26","MRGAGA"
"18229","2011-03-26","MRPRDS"
"18230","2011-03-26","MRSVELEZ"
"18231","2011-03-26","MRVELEZ"
"18232","2011-03-26","MSSTELLY"
"18233","2011-03-26","MUJI786"
"18234","2011-03-26","MYOWNVUE"
"18235","2011-03-26","MY6X6"
"18236","2011-03-26","NANAHS6"
"18237","2011-03-26","NANQ"
"18238","2011-03-26","NASHA"
"18239","2011-03-26","NEWRON"
"18240","2011-03-26","NICOLES"
"18241","2011-03-26","NJPK520"
"18242","2011-03-26","NOORJHAN"
"18243","2011-03-26","NYC37"
"18244","2011-03-26","ONTIMETT"
"18245","2011-03-26","OOT"
"18246","2011-03-26","OURLIMO"
"18247","2011-03-26","PEACORP2"
"18248","2011-03-26","PEER1"
"18249","2011-03-26","PER1NTON"
"18250","2011-03-26","PIKACHO"
"18251","2011-03-26","PSYCHOTC"
"18252","2011-03-26","PTPRINCS"
"18253","2011-03-26","QTRPORTE"
"18254","2011-03-26","QUATROM"
"18255","2011-03-26","ROSE22"
"18256","2011-03-26","SCSD1CO"
"18257","2011-03-26","SHARNAB"
"18258","2011-03-26","JR24"
"18259","2011-03-26","73GST"
"18260","2011-03-28","RCPLANE"
"18261","2011-03-28","RDA21"
"18262","2011-03-29","EXCAPE"
"18263","2011-03-29","ADV4VR"
"18264","2011-03-29","EZRYDA"
"18265","2011-03-29","EZWIDR"
"18266","2011-03-29","FATTY4"
"18267","2011-03-29","AMPDUP"
"18268","2011-03-29","SPRLNG"
"18269","2011-03-29","FHFDFF"
"18270","2011-03-29","FITZY"
"18271","2011-03-29","STMC2"
"18272","2011-03-29","AVI8TR"
"18273","2011-03-29","FOSS1"
"18274","2011-03-29","BARNY"
"18275","2011-03-29","THEHIP"
"18276","2011-03-29","BGFATY"
"18277","2011-03-29","BKNTEN"
"18278","2011-03-29","TOADS"
"18279","2011-03-29","TOBY2"
"18280","2011-03-29","GRODD"
"18281","2011-03-29","BOXXER"
"18282","2011-03-29","BREEZ"
"18283","2011-03-29","TWIGGY"
"18284","2011-03-29","BRZZZZ"
"18285","2011-03-29","T1M"
"18286","2011-03-29","BUBBAZ"
"18287","2011-03-29","BUDDHA"
"18288","2011-03-29","BUMIN"
"18289","2011-03-29","HCTAB"
"18290","2011-03-29","HDCAT"
"18291","2011-03-29","BZZMEG"
"18292","2011-03-29","HGROWN"
"18293","2011-03-29","VACC"
"18294","2011-03-29","VGLOCK"
"18295","2011-03-29","WAMBAR"
"18296","2011-03-29","WASH"
"18297","2011-03-29","CLIVA"
"18298","2011-03-29","WILLIS"
"18299","2011-03-29","IROFL"
"18300","2011-03-29","CRONO"
"18301","2011-03-29","WWOOOF"
"18302","2011-03-29","JACKSS"
"18303","2011-03-29","CYCNRS"
"18304","2011-03-29","XXXXXX"
"18305","2011-03-29","JCHD"
"18306","2011-03-29","Z1000"
"18307","2011-03-29","01WING"
"18308","2011-03-29","08XLN"
"18309","2011-03-29","1DEV1L"
"18310","2011-03-29","1KE"
"18311","2011-03-29","100UNP"
